"","city","gender"
"7959","Glasgow","U"
"7960","Blackburn","F"
"7961","Reading","F"
"7962","Oxford","U"
"7963","Exeter","F"
"7964","Swindon","F"
"7965","Exeter","F"
"7966","Norwich","F"
"7967","Swansea","F"
"7968","Coventry","F"
"7969","Norwich","F"
"7970","Mansfield","F"
"7971","Coventry","U"
"7972","Plymouth","M"
"7973","Swindon","F"
"7974","Bournemouth","M"
"7975","Wakefield","M"
"7976","Aldershot","F"
"7977","Chatham","F"
"7978","Blackburn","F"
"7979","Leicester","F"
"7980","Leeds","F"
"7981","Chatham","U"
"7982","Glasgow","F"
"7983","Liverpool","F"
"7984","National Average","F"
"7985","Oxford","F"
"7986","Belfast","F"
"7987","Norwich","F"
"7988","Sheffield","U"
"7989","Mansfield","M"
"7990","Bradford","F"
"7991","Ipswich","F"
"7992","National Average","F"
"7993","Burnley","F"
"7994","Doncaster","F"
"7995","Newport","F"
"7996","Edinburgh","F"
"7997","Aberdeen","F"
"7998","Hull","F"
"7999","Leicester","F"
"8000","Hull","U"
"8001","Bristol","U"
"8002","Burnley","F"
"8003","Oxford","U"
"8004","Nottingham","U"
"8005","Hull","F"
"8006","Cardiff","M"
"8007","Bristol","M"
"8008","","F"
"8009","Mansfield","F"
"8010","Aberdeen","F"
"8011","Newport","F"
"8012","Blackpool","F"
"8013","Basildon","F"
"8014","Blackburn","F"
"8015","Sheffield","F"
"8016","Wakefield","F"
"8017","Middlesbrough","U"
"8018","Derby","M"
"8019","Liverpool","U"
"8020","Aldershot","F"
"8021","Cardiff","U"
"8022","Doncaster","M"
"8023","Ipswich","U"
"8024","Huddersfield","F"
"8025","Manchester","F"
"8026","Southend","F"
"8027","Exeter","F"
"8028","Liverpool","F"
"8029","Dundee","F"
"8030","Swindon","F"
"8031","Aldershot","F"
"8032","Swindon","F"
"8033","Blackpool","F"
"8034","Swindon","F"
"8035","Portsmouth","F"
"8036","Blackburn","F"
"8037","Derby","F"
"8038","Leeds","U"
"8039","Belfast","U"
"8040","Peterborough","U"
"8041","Birkenhead","M"
"8042","Slough","M"
"8043","Aberdeen","F"
"8044","Wakefield","F"
"8045","Cardiff","F"
"8046","Edinburgh","F"
"8047","Telford","F"
"8048","Blackburn","F"
"8049","Southampton","F"
"8050","Edinburgh","F"
"8051","Bournemouth","F"
"8052","Doncaster","F"
"8053","Newcastle","F"
"8054","Plymouth","F"
"8055","Newcastle","F"
"8056","Stoke","F"
"8057","Sheffield","U"
"8058","Swindon","F"
"8059","Birmingham","U"
"8060","National Average","F"
"8061","Leeds","F"
"8062","Brighton","F"
"8063","Southampton","F"
"8064","Birkenhead","F"
"8065","Bradford","F"
"8066","Portsmouth","F"
"8067","Basildon","F"
"8068","Doncaster","F"
"8069","Exeter","F"
"8070","Belfast","F"
"8071","Telford","U"
"8072","Mansfield","F"
"8073","Norwich","F"
"8074","Manchester","F"
"8075","Bradford","F"
"8076","Telford","U"
"8077","Sheffield","M"
"8078","Southend","F"
"8079","Norwich","F"
"8080","Exeter","F"
"8081","Stoke","F"
"8082","Swansea","M"
"8083","Swindon","F"
"8084","Peterborough","U"
"8085","Ipswich","F"
"8086","Blackpool","M"
"8087","Southampton","F"
"8088","Liverpool","F"
"8089","Norwich","M"
"8090","Blackburn","M"
"8091","Southampton","F"
"8092","Exeter","F"
"8093","Barnsley","F"
"8094","Belfast","U"
"8095","Plymouth","F"
"8096","Leicester","F"
"8097","Doncaster","U"
"8098","Leicester","F"
"8099","Belfast","F"
"8100","Belfast","U"
"8101","Blackpool","F"
"8102","Belfast","F"
"8103","Slough","U"
"8104","Derby","F"
"8105","London","F"
"8106","Swindon","U"
"8107","Telford","M"
"8108","Stoke","F"
"8109","National Average","F"
"8110","Oxford","F"
"8111","London","F"
"8112","Edinburgh","F"
"8113","Gloucester","F"
"8114","Aberdeen","F"
"8115","Mansfield","M"
"8116","Crawley","U"
"8117","Glasgow","F"
"8118","Wakefield","F"
"8119","Newcastle","F"
"8120","Leeds","F"
"8121","Burnley","F"
"8122","Burnley","F"
"8123","Newcastle","M"
"8124","Swansea","F"
"8125","Brighton","F"
"8126","Cardiff","F"
"8127","Aberdeen","F"
"8128","Middlesbrough","F"
"8129","Sheffield","F"
"8130","Birkenhead","F"
"8131","Slough","F"
"8132","Liverpool","F"
"8133","Aldershot","U"
"8134","Leicester","F"
"8135","Nottingham","U"
"8136","National Average","F"
"8137","Birkenhead","F"
"8138","Dundee","F"
"8139","Gloucester","M"
"8140","Northampton","U"
"8141","Cardiff","F"
"8142","National Average","U"
"8143","Belfast","F"
"8144","Cardiff","F"
"8145","Southend","M"
"8146","Birkenhead","F"
"8147","Hull","U"
"8148","Slough","F"
"8149","Swansea","F"
"8150","Plymouth","F"
"8151","Plymouth","U"
"8152","Aldershot","F"
"8153","Stoke","F"
"8154","Swansea","F"
"8155","Norwich","F"
"8156","Sunderland","M"
"8157","Burnley","F"
"8158","Coventry","F"
"8159","Stoke","F"
"8160","Edinburgh","F"
"8161","Dundee","U"
"8162","Sunderland","F"
"8163","Hull","M"
"8164","Reading","U"
"8165","Peterborough","F"
"8166","Bournemouth","U"
"8167","Leeds","F"
"8168","Birmingham","U"
"8169","Swansea","F"
"8170","Swindon","F"
"8171","Huddersfield","F"
"8172","Peterborough","F"
"8173","Nottingham","F"
"8174","Reading","F"
"8175","Liverpool","M"
"8176","Liverpool","F"
"8177","Manchester","F"
"8178","Blackburn","M"
"8179","Slough","F"
"8180","Gloucester","F"
"8181","Reading","F"
"8182","Southampton","F"
"8183","Birkenhead","F"
"8184","Sheffield","F"
"8185","Newcastle","F"
"8186","Chatham","F"
"8187","Preston","F"
"8188","Wakefield","F"
"8189","Middlesbrough","F"
"8190","Oxford","F"
"8191","Gloucester","F"
"8192","Dundee","F"
"8193","Newcastle","F"
"8194","Birkenhead","F"
"8195","Coventry","F"
"8196","Bradford","M"
"8197","Blackburn","F"
"8198","Norwich","F"
"8199","Leeds","F"
"8200","Swansea","F"
"8201","Northampton","F"
"8202","Milton Keynes","F"
"8203","Dundee","M"
"8204","Slough","F"
"8205","Telford","F"
"8206","London","F"
"8207","Coventry","U"
"8208","Wakefield","U"
"8209","Norwich","F"
"8210","Newcastle","F"
"8211","Nottingham","F"
"8212","Newcastle","M"
"8213","Newport","F"
"8214","Preston","F"
"8215","Telford","U"
"8216","Southend","F"
"8217","Coventry","F"
"8218","Hull","F"
"8219","Milton Keynes","F"
"8220","Blackpool","F"
"8221","Liverpool","F"
"8222","Southampton","M"
"8223","Nottingham","F"
"8224","Exeter","U"
"8225","Preston","F"
"8226","Doncaster","F"
"8227","Wakefield","F"
"8228","London","F"
"8229","Gloucester","F"
"8230","Swindon","U"
"8231","Manchester","U"
"8232","Plymouth","F"
"8233","Stoke","U"
"8234","Portsmouth","F"
"8235","Telford","F"
"8236","Newcastle","U"
"8237","Hull","F"
"8238","Manchester","F"
"8239","Cambridge","F"
"8240","Milton Keynes","F"
"8241","Peterborough","F"
"8242","Aberdeen","F"
"8243","Sheffield","F"
"8244","Nottingham","M"
"8245","Swindon","F"
"8246","Doncaster","M"
"8247","Gloucester","U"
"8248","Mansfield","F"
"8249","Barnsley","F"
"8250","Doncaster","U"
"8251","London","F"
"8252","Edinburgh","U"
"8253","Southampton","U"
"8254","Brighton","F"
"8255","Slough","U"
"8256","Peterborough","F"
"8257","Gloucester","F"
"8258","Hull","U"
"8259","Chatham","U"
"8260","Leeds","F"
"8261","Oxford","F"
"8262","Birkenhead","F"
"8263","","U"
"8264","Reading","F"
"8265","Ipswich","F"
"8266","Preston","F"
"8267","Brighton","F"
"8268","","F"
"8269","Swansea","F"
"8270","Plymouth","F"
"8271","Brighton","U"
"8272","Norwich","U"
"8273","Plymouth","U"
"8274","Ipswich","F"
"8275","Telford","F"
"8276","Bradford","F"
"8277","Middlesbrough","F"
"8278","Ipswich","F"
"8279","Manchester","F"
"8280","Cambridge","U"
"8281","Cardiff","F"
"8282","Burnley","F"
"8283","Huddersfield","F"
"8284","Aberdeen","U"
"8285","Barnsley","F"
"8286","Southampton","U"
"8287","Edinburgh","F"
"8288","Reading","M"
"8289","Crawley","M"
"8290","Mansfield","F"
"8291","Swansea","F"
"8292","Wakefield","U"
"8293","Sunderland","F"
"8294","Bradford","F"
"8295","Birmingham","F"
"8296","Bristol","U"
"8297","Brighton","F"
"8298","Belfast","F"
"8299","Sheffield","F"
"8300","Barnsley","M"
"8301","Milton Keynes","U"
"8302","Huddersfield","F"
"8303","Newcastle","F"
"8304","Burnley","F"
"8305","Blackpool","F"
"8306","National Average","F"
"8307","Sunderland","F"
"8308","Doncaster","F"
"8309","Exeter","F"
"8310","Chatham","U"
"8311","Liverpool","M"
"8312","Newport","U"
"8313","Leeds","F"
"8314","Edinburgh","F"
"8315","Newport","F"
"8316","Cambridge","U"
"8317","Derby","F"
"8318","Bristol","M"
"8319","Nottingham","F"
"8320","Newport","F"
"8321","Slough","F"
"8322","Chatham","F"
"8323","National Average","F"
"8324","Cambridge","F"
"8325","Middlesbrough","F"
"8326","Manchester","M"
"8327","Southampton","F"
"8328","Nottingham","F"
"8329","Birmingham","U"
"8330","Edinburgh","U"
"8331","Doncaster","F"
"8332","London","F"
"8333","Portsmouth","F"
"8334","Newcastle","U"
"8335","Southend","U"
"8336","Birmingham","M"
"8337","Cambridge","U"
"8338","Oxford","F"
"8339","Newcastle","F"
"8340","Barnsley","F"
"8341","Nottingham","F"
"8342","Aldershot","F"
"8343","Exeter","M"
"8344","Wakefield","U"
"8345","Reading","F"
"8346","Burnley","F"
"8347","Chatham","U"
"8348","Newport","F"
"8349","Liverpool","F"
"8350","Northampton","F"
"8351","London","F"
"8352","Cambridge","F"
"8353","National Average","U"
"8354","Manchester","F"
"8355","Leeds","F"
"8356","Northampton","U"
"8357","Hull","U"
"8358","Blackpool","F"
"8359","Hull","M"
"8360","Swansea","F"
"8361","London","F"
"8362","Aldershot","F"
"8363","Huddersfield","F"
"8364","Slough","M"
"8365","Cardiff","F"
"8366","Basildon","F"
"8367","Bristol","U"
"8368","Ipswich","M"
"8369","Preston","F"
"8370","Dundee","M"
"8371","Northampton","M"
"8372","Bournemouth","F"
"8373","Hull","F"
"8374","Cambridge","F"
"8375","National Average","U"
"8376","Swansea","M"
"8377","Newport","F"
"8378","Crawley","M"
"8379","Birmingham","F"
"8380","Birkenhead","M"
"8381","Leicester","U"
"8382","Southend","M"
"8383","Hull","F"
"8384","Plymouth","U"
"8385","Basildon","F"
"8386","Sunderland","F"
"8387","Hull","F"
"8388","Aberdeen","F"
"8389","Blackburn","F"
"8390","Derby","F"
"8391","Telford","F"
"8392","Manchester","F"
"8393","Ipswich","F"
"8394","Peterborough","F"
"8395","Peterborough","F"
"8396","Manchester","U"
"8397","Southampton","F"
"8398","Stoke","U"
"8399","","F"
"8400","Preston","F"
"8401","Peterborough","F"
"8402","Oxford","F"
"8403","Blackpool","F"
"8404","Derby","F"
"8405","Brighton","F"
"8406","Portsmouth","F"
"8407","Hull","U"
"8408","Southampton","F"
"8409","Southampton","F"
"8410","Newcastle","F"
"8411","Oxford","U"
"8412","Plymouth","F"
"8413","Birkenhead","F"
"8414","London","M"
"8415","Brighton","M"
"8416","Swindon","F"
"8417","Aldershot","F"
"8418","National Average","F"
"8419","Ipswich","F"
"8420","London","F"
"8421","Aldershot","F"
"8422","Sunderland","U"
"8423","Gloucester","F"
"8424","Stoke","M"
"8425","Bristol","F"
"8426","Doncaster","F"
"8427","Belfast","F"
"8428","Coventry","F"
"8429","Nottingham","F"
"8430","Middlesbrough","F"
"8431","Cardiff","F"
"8432","Portsmouth","F"
"8433","Birmingham","F"
"8434","Crawley","F"
"8435","Newport","M"
"8436","Swansea","U"
"8437","Swansea","F"
"8438","Liverpool","F"
"8439","Derby","F"
"8440","Derby","M"
"8441","Gloucester","F"
"8442","Wakefield","U"
"8443","Bradford","F"
"8444","Bristol","F"
"8445","Ipswich","F"
"8446","Bristol","F"
"8447","Milton Keynes","U"
"8448","Norwich","M"
"8449","Derby","F"
"8450","Barnsley","F"
"8451","Norwich","F"
"8452","Middlesbrough","F"
"8453","Reading","F"
"8454","Cardiff","M"
"8455","Chatham","F"
"8456","Middlesbrough","U"
"8457","Huddersfield","F"
"8458","Manchester","M"
"8459","Wigan","F"
"8460","Crawley","F"
"8461","Wakefield","U"
"8462","Liverpool","U"
"8463","Birmingham","F"
"8464","Liverpool","F"
"8465","Norwich","M"
"8466","Doncaster","F"
"8467","Middlesbrough","F"
"8468","Exeter","M"
"8469","Sheffield","F"
"8470","Manchester","F"
"8471","Ipswich","F"
"8472","Sunderland","F"
"8473","Milton Keynes","F"
"8474","Stoke","F"
"8475","Bradford","F"
"8476","Plymouth","F"
"8477","Preston","U"
"8478","Glasgow","F"
"8479","Basildon","F"
"8480","Blackburn","F"
"8481","Birmingham","F"
"8482","Doncaster","F"
"8483","Leicester","U"
"8484","Derby","F"
"8485","Swindon","F"
"8486","Telford","F"
"8487","Birmingham","M"
"8488","Plymouth","M"
"8489","Basildon","F"
"8490","Norwich","U"
"8491","Burnley","F"
"8492","Crawley","F"
"8493","Crawley","F"
"8494","Portsmouth","F"
"8495","Reading","F"
"8496","Barnsley","U"
"8497","Slough","F"
"8498","Slough","F"
"8499","Blackpool","U"
"8500","Crawley","F"
"8501","Glasgow","F"
"8502","Northampton","F"
"8503","Northampton","F"
"8504","Southend","F"
"8505","Manchester","F"
"8506","National Average","U"
"8507","Barnsley","M"
"8508","Norwich","F"
"8509","Liverpool","M"
"8510","Southampton","F"
"8511","Exeter","F"
"8512","Sheffield","F"
"8513","Portsmouth","U"
"8514","Doncaster","F"
"8515","National Average","F"
"8516","Reading","U"
"8517","Mansfield","F"
"8518","Coventry","F"
"8519","Plymouth","F"
"8520","Oxford","F"
"8521","Manchester","F"
"8522","Norwich","F"
"8523","Nottingham","U"
"8524","Birmingham","F"
"8525","Edinburgh","F"
"8526","Dundee","U"
"8527","Blackpool","F"
"8528","Hull","F"
"8529","Derby","F"
"8530","Sunderland","F"
"8531","Mansfield","U"
"8532","Mansfield","U"
"8533","Stoke","F"
"8534","Stoke","F"
"8535","Plymouth","M"
"8536","Edinburgh","U"
"8537","Edinburgh","F"
"8538","Wakefield","F"
"8539","Brighton","F"
"8540","Oxford","U"
"8541","Middlesbrough","F"
"8542","Birkenhead","F"
"8543","Portsmouth","F"
"8544","Newport","M"
"8545","Mansfield","U"
"8546","Telford","U"
"8547","Mansfield","U"
"8548","Manchester","F"
"8549","Portsmouth","U"
"8550","Birmingham","F"
"8551","","M"
"8552","Blackpool","F"
"8553","Belfast","F"
"8554","Leicester","F"
"8555","Edinburgh","F"
"8556","Leeds","F"
"8557","Burnley","F"
"8558","Barnsley","U"
"8559","Middlesbrough","F"
"8560","Cambridge","F"
"8561","Brighton","M"
"8562","Southampton","F"
"8563","Barnsley","F"
"8564","Basildon","M"
"8565","Peterborough","F"
"8566","Liverpool","F"
"8567","Exeter","F"
"8568","Stoke","F"
"8569","Milton Keynes","U"
"8570","Hull","F"
"8571","Crawley","F"
"8572","Bradford","F"
"8573","Basildon","U"
"8574","Preston","F"
"8575","Oxford","F"
"8576","Sunderland","F"
"8577","Liverpool","F"
"8578","Dundee","U"
"8579","Leicester","F"
"8580","London","U"
"8581","Swindon","U"
"8582","Mansfield","F"
"8583","Blackburn","F"
"8584","Basildon","U"
"8585","Glasgow","F"
"8586","Swindon","F"
"8587","Stoke","F"
"8588","Newport","U"
"8589","Preston","F"
"8590","Ipswich","U"
"8591","Leicester","F"
"8592","Preston","F"
"8593","Gloucester","U"
"8594","Manchester","U"
"8595","Mansfield","U"
"8596","Aldershot","F"
"8597","Coventry","F"
"8598","Stoke","M"
"8599","Southend","U"
"8600","Middlesbrough","U"
"8601","Southend","F"
"8602","Bristol","F"
"8603","Sheffield","F"
"8604","Mansfield","F"
"8605","Aberdeen","U"
"8606","Nottingham","U"
"8607","Plymouth","F"
"8608","Northampton","F"
"8609","Exeter","U"
"8610","Leeds","F"
"8611","Bristol","F"
"8612","Chatham","F"
"8613","Bradford","F"
"8614","Barnsley","F"
"8615","Milton Keynes","U"
"8616","Barnsley","F"
"8617","Brighton","F"
"8618","Sheffield","F"
"8619","Blackburn","F"
"8620","Sunderland","M"
"8621","Chatham","U"
"8622","Southend","F"
"8623","Ipswich","U"
"8624","Manchester","F"
"8625","Wakefield","U"
"8626","Southend","F"
"8627","Blackburn","U"
"8628","Barnsley","F"
"8629","Blackpool","F"
"8630","Sheffield","F"
"8631","Ipswich","F"
"8632","Belfast","F"
"8633","Birmingham","F"
"8634","Sheffield","F"
"8635","Bournemouth","U"
"8636","Newport","M"
"8637","Gloucester","F"
"8638","Barnsley","F"
"8639","Ipswich","F"
"8640","Nottingham","F"
"8641","Reading","F"
"8642","Gloucester","F"
"8643","Norwich","U"
"8644","Southampton","F"
"8645","Glasgow","F"
"8646","Doncaster","F"
"8647","Leicester","F"
"8648","Bournemouth","U"
"8649","Milton Keynes","F"
"8650","Doncaster","F"
"8651","Edinburgh","F"
"8652","Liverpool","U"
"8653","Northampton","F"
"8654","Stoke","F"
"8655","Cardiff","F"
"8656","Mansfield","U"
"8657","Coventry","U"
"8658","Telford","F"
"8659","Barnsley","M"
"8660","Edinburgh","F"
"8661","Northampton","U"
"8662","Belfast","F"
"8663","Southampton","F"
"8664","London","F"
"8665","National Average","F"
"8666","Telford","F"
"8667","Bristol","F"
"8668","Aldershot","F"
"8669","Blackpool","F"
"8670","Cardiff","F"
"8671","Stoke","F"
"8672","Newport","U"
"8673","Blackpool","F"
"8674","Portsmouth","F"
"8675","Huddersfield","F"
"8676","Preston","U"
"8677","Aldershot","F"
"8678","Burnley","F"
"8679","Gloucester","F"
"8680","Bradford","F"
"8681","Bristol","F"
"8682","Newcastle","U"
"8683","Bournemouth","F"
"8684","Bristol","F"
"8685","Swindon","U"
"8686","Reading","F"
"8687","Derby","F"
"8688","Portsmouth","F"
"8689","Telford","M"
"8690","Preston","F"
"8691","Slough","U"
"8692","Peterborough","F"
"8693","Plymouth","F"
"8694","Exeter","F"
"8695","Preston","U"
"8696","London","U"
"8697","Gloucester","F"
"8698","Chatham","F"
"8699","Cardiff","U"
"8700","Newport","U"
"8701","Bristol","U"
"8702","Middlesbrough","F"
"8703","Norwich","U"
"8704","Middlesbrough","F"
"8705","Belfast","F"
"8706","Peterborough","F"
"8707","Swindon","F"
"8708","Oxford","F"
"8709","Hull","F"
"8710","Huddersfield","F"
"8711","Birmingham","F"
"8712","Southend","U"
"8713","Newport","M"
"8714","National Average","F"
"8715","Manchester","F"
"8716","Cambridge","F"
"8717","Barnsley","M"
"8718","Milton Keynes","F"
"8719","Cardiff","F"
"8720","Aberdeen","M"
"8721","Milton Keynes","F"
"8722","Norwich","U"
"8723","Northampton","F"
"8724","Newcastle","U"
"8725","Burnley","U"
"8726","Middlesbrough","F"
"8727","Derby","U"
"8728","Sheffield","F"
"8729","London","M"
"8730","Derby","F"
"8731","Birkenhead","F"
"8732","Cambridge","F"
"8733","Derby","F"
"8734","Basildon","U"
"8735","Telford","M"
"8736","Huddersfield","F"
"8737","Crawley","F"
"8738","Brighton","F"
"8739","Cambridge","F"
"8740","Crawley","F"
"8741","Glasgow","U"
"8742","Liverpool","F"
"8743","Swindon","U"
"8744","Leeds","F"
"8745","Gloucester","F"
"8746","Swansea","F"
"8747","Cambridge","F"
"8748","Belfast","F"
"8749","Chatham","F"
"8750","Milton Keynes","F"
"8751","Stoke","F"
"8752","Leicester","U"
"8753","Plymouth","U"
"8754","Leicester","F"
"8755","Blackburn","F"
"8756","Chatham","F"
"8757","Blackburn","F"
"8758","Sheffield","U"
"8759","Blackpool","F"
"8760","Telford","M"
"8761","Hull","U"
"8762","Gloucester","F"
"8763","Bradford","F"
"8764","Telford","M"
"8765","Oxford","F"
"8766","Belfast","F"
"8767","Chatham","U"
"8768","Stoke","U"
"8769","Glasgow","F"
"8770","Milton Keynes","M"
"8771","Newport","M"
"8772","Newcastle","F"
"8773","Crawley","F"
"8774","Plymouth","F"
"8775","Bradford","F"
"8776","Portsmouth","F"
"8777","Brighton","F"
"8778","National Average","F"
"8779","Derby","U"
"8780","Swindon","F"
"8781","Sunderland","F"
"8782","Sunderland","F"
"8783","Telford","F"
"8784","Sheffield","F"
"8785","Swindon","U"
"8786","Doncaster","F"
"8787","Aberdeen","M"
"8788","Slough","F"
"8789","Birkenhead","F"
"8790","Preston","F"
"8791","Nottingham","F"
"8792","Southampton","U"
"8793","Derby","M"
"8794","Blackburn","F"
"8795","Blackpool","F"
"8796","Southend","F"
"8797","Manchester","F"
"8798","Blackburn","F"
"8799","National Average","F"
"8800","Plymouth","M"
"8801","London","M"
"8802","Birmingham","F"
"8803","Belfast","F"
"8804","Aldershot","F"
"8805","Middlesbrough","F"
"8806","Belfast","M"
"8807","Northampton","U"
"8808","Huddersfield","F"
"8809","Brighton","F"
"8810","Huddersfield","F"
"8811","","F"
"8812","Brighton","M"
"8813","Dundee","U"
"8814","Nottingham","U"
"8815","Derby","F"
"8816","Sheffield","U"
"8817","Slough","F"
"8818","Southampton","U"
"8819","Edinburgh","F"
"8820","Hull","M"
"8821","","U"
"8822","Sunderland","F"
"8823","Hull","F"
"8824","Plymouth","M"
"8825","Peterborough","F"
"8826","Doncaster","F"
"8827","Sunderland","F"
"8828","Manchester","F"
"8829","Edinburgh","U"
"8830","Manchester","F"
"8831","Dundee","F"
"8832","Aldershot","F"
"8833","Aldershot","F"
"8834","Sheffield","F"
"8835","Newport","M"
"8836","Southampton","F"
"8837","Reading","U"
"8838","Chatham","F"
"8839","Portsmouth","F"
"8840","Blackburn","F"
"8841","Basildon","F"
"8842","Swansea","F"
"8843","Reading","F"
"8844","Manchester","F"
"8845","Swindon","F"
"8846","Wakefield","F"
"8847","Sheffield","F"
"8848","Southampton","F"
"8849","Manchester","F"
"8850","Leicester","F"
"8851","Exeter","U"
"8852","Preston","F"
"8853","Glasgow","U"
"8854","London","F"
"8855","Dundee","M"
"8856","Birkenhead","F"
"8857","Cardiff","U"
"8858","Barnsley","F"
"8859","Manchester","F"
"8860","Aldershot","F"
"8861","Birkenhead","F"
"8862","Mansfield","F"
"8863","Slough","F"
"8864","Hull","F"
"8865","Exeter","F"
"8866","Hull","F"
"8867","Swindon","F"
"8868","Milton Keynes","F"
"8869","Bournemouth","F"
"8870","Bristol","F"
"8871","Reading","F"
"8872","Manchester","F"
"8873","Slough","F"
"8874","Aldershot","U"
"8875","Chatham","F"
"8876","Mansfield","F"
"8877","Telford","F"
"8878","Middlesbrough","U"
"8879","Derby","U"
"8880","Preston","M"
"8881","Leicester","U"
"8882","Middlesbrough","F"
"8883","Aberdeen","F"
"8884","Nottingham","F"
"8885","Norwich","F"
"8886","Birkenhead","F"
"8887","Coventry","M"
"8888","Aberdeen","F"
"8889","Slough","F"
"8890","Telford","F"
"8891","Swindon","F"
"8892","Gloucester","F"
"8893","Northampton","F"
"8894","Crawley","F"
"8895","Sheffield","F"
"8896","Oxford","F"
"8897","Plymouth","F"
"8898","Middlesbrough","U"
"8899","Sunderland","F"
"8900","Norwich","F"
"8901","Leeds","F"
"8902","Southend","F"
"8903","Peterborough","F"
"8904","Leeds","F"
"8905","Portsmouth","F"
"8906","Bournemouth","F"
"8907","Belfast","U"
"8908","Sheffield","M"
"8909","Birkenhead","F"
"8910","Sheffield","U"
"8911","Newport","F"
"8912","Milton Keynes","U"
"8913","Manchester","U"
"8914","Oxford","U"
"8915","Swansea","F"
"8916","Birkenhead","F"
"8917","Exeter","F"
"8918","Doncaster","F"
"8919","Coventry","F"
"8920","Crawley","F"
"8921","Coventry","F"
"8922","Aberdeen","U"
"8923","Blackburn","F"
"8924","Cambridge","F"
"8925","Belfast","F"
"8926","Hull","F"
"8927","Southampton","F"
"8928","Burnley","F"
"8929","Exeter","F"
"8930","Milton Keynes","U"
"8931","Peterborough","F"
"8932","Brighton","F"
"8933","Sunderland","F"
"8934","London","F"
"8935","Telford","F"
"8936","Dundee","F"
"8937","Reading","F"
"8938","Southampton","F"
"8939","Bradford","M"
"8940","Sunderland","F"
"8941","Brighton","F"
"8942","Wakefield","F"
"8943","Bournemouth","F"
"8944","Belfast","F"
"8945","Southampton","U"
"8946","Oxford","F"
"8947","Barnsley","U"
"8948","Basildon","U"
"8949","Aldershot","U"
"8950","Brighton","U"
"8951","Cambridge","F"
"8952","Gloucester","M"
"8953","Bradford","M"
"8954","Huddersfield","U"
"8955","Doncaster","F"
"8956","Wigan","U"
"8957","Northampton","U"
"8958","Newcastle","F"
"8959","Southend","U"
"8960","Telford","M"
"8961","Chatham","F"
"8962","Barnsley","F"
"8963","Bradford","F"
"8964","London","F"
"8965","Birkenhead","M"
"8966","Coventry","U"
"8967","Telford","F"
"8968","Cardiff","U"
"8969","Stoke","M"
"8970","Portsmouth","F"
"8971","Cambridge","F"
"8972","","F"
"8973","Derby","F"
"8974","Blackpool","F"
"8975","Aldershot","U"
"8976","Cardiff","M"
"8977","Gloucester","F"
"8978","Manchester","F"
"8979","Ipswich","U"
"8980","Barnsley","F"
"8981","Peterborough","F"
"8982","Manchester","F"
"8983","Sunderland","F"
"8984","Leeds","M"
"8985","Bournemouth","U"
"8986","Barnsley","F"
"8987","Swansea","F"
"8988","Leicester","U"
"8989","National Average","F"
"8990","Reading","F"
"8991","Leicester","F"
"8992","Mansfield","F"
"8993","Manchester","F"
"8994","Hull","U"
"8995","Preston","F"
"8996","Southampton","F"
"8997","Oxford","F"
"8998","Oxford","F"
"8999","Nottingham","F"
"9000","Stoke","F"
"9001","Aldershot","M"
"9002","Liverpool","F"
"9003","Belfast","M"
"9004","Ipswich","F"
"9005","Ipswich","M"
"9006","Bristol","U"
"9007","Birmingham","U"
"9008","Newcastle","F"
"9009","Dundee","U"
"9010","Reading","F"
"9011","Aldershot","F"
"9012","Belfast","F"
"9013","Oxford","F"
"9014","Aberdeen","F"
"9015","Exeter","F"
"9016","Swansea","U"
"9017","Swindon","F"
"9018","Belfast","U"
"9019","Doncaster","F"
"9020","Edinburgh","F"
"9021","Bradford","F"
"9022","Oxford","U"
"9023","Cambridge","F"
"9024","Burnley","U"
"9025","Derby","F"
"9026","Hull","M"
"9027","Bradford","M"
"9028","Leeds","U"
"9029","Northampton","F"
"9030","Swindon","F"
"9031","Northampton","F"
"9032","Derby","F"
"9033","Liverpool","F"
"9034","Cardiff","M"
"9035","Preston","U"
"9036","","M"
"9037","Brighton","F"
"9038","Burnley","M"
"9039","Gloucester","F"
"9040","Chatham","U"
"9041","Stoke","F"
"9042","Burnley","M"
"9043","Burnley","F"
"9044","Plymouth","F"
"9045","Liverpool","F"
"9046","Gloucester","U"
"9047","Leicester","F"
"9048","Birmingham","F"
"9049","Leeds","M"
"9050","Blackpool","M"
"9051","Manchester","M"
"9052","Bristol","F"
"9053","Portsmouth","F"
"9054","Brighton","U"
"9055","Mansfield","F"
"9056","","U"
"9057","Southampton","F"
"9058","Leeds","F"
"9059","Blackburn","F"
"9060","Newport","U"
"9061","Plymouth","F"
"9062","Gloucester","U"
"9063","Aldershot","U"
"9064","National Average","M"
"9065","Reading","F"
"9066","Swindon","F"
"9067","Exeter","U"
"9068","Reading","F"
"9069","Coventry","F"
"9070","Peterborough","F"
"9071","Huddersfield","F"
"9072","Coventry","F"
"9073","Cardiff","U"
"9074","Reading","F"
"9075","Edinburgh","F"
"9076","Stoke","M"
"9077","Chatham","F"
"9078","Oxford","F"
"9079","Milton Keynes","U"
"9080","Edinburgh","U"
"9081","Dundee","F"
"9082","Portsmouth","F"
"9083","Cambridge","F"
"9084","Cambridge","F"
"9085","Bournemouth","F"
"9086","London","F"
"9087","Ipswich","F"
"9088","Aberdeen","F"
"9089","Southampton","U"
"9090","Exeter","U"
